icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
aa4a90,SKW4769,,0.006,0.0,-89.830872,38.456338,32000,False,454.5,329.6,,,32625.0,2047,False,0,4
aaf1f2,AAL3005,,0.301,0.1,-89.827271,39.374674,38000,False,354.3,292.22,0.0,,38475.0,5760,False,0,4
aa7288,AAL2639,,0.348,0.1,-89.769483,42.862182,6900,False,268.5,75.55,-1728.0,,6575.0,1667,False,0,4
a72c78,AAL2414,,0.253,0.0,-89.742523,37.882782,33000,False,537.9,84.02,64.0,,33725.0,0576,False,0,4
a120fe,DAL423,,0.253,0.3,-89.741295,36.881424,36000,False,380.1,281.84,-64.0,,36850.0,5713,False,0,4
aaa5ff,SWA2310,,0.138,0.0,-89.725879,39.702301,40000,False,354.3,221.34,0.0,,40400.0,6507,False,0,4
a12ac7,UAL1233,,0.204,0.0,-89.724767,41.754797,31000,False,527.9,85.11,0.0,,30825.0,3133,False,0,4
acea99,AAL2304,,0.449,0.1,-89.606323,38.986801,10725,False,302.5,221.65,-576.0,,10625.0,1355,False,0,4
a79046,DAL885,,0.414,0.0,-89.602564,37.41243,33000,False,480.0,117.69,0.0,,33850.0,4070,False,0,4
a7fde4,SKW3936,,0.133,0.1,-89.598169,43.873444,32000,False,412.7,307.81,64.0,,31375.0,1306,False,0,4
c0174d,ACA34,,0.36,0.0,-89.593238,46.733917,37000,False,538.8,93.09,0.0,,35975.0,7074,False,0,4
a5b3a7,AAL1057,,0.253,0.1,-89.5855,36.9776,33975,False,380.1,268.64,128.0,,34925.0,1316,False,0,4
a2fcf2,ASA30,,0.388,0.0,-89.550372,42.717865,35000,False,525.5,100.3,-64.0,,34675.0,3327,False,0,4
ac8e1d,AAL2581,,0.418,0.3,-89.512155,42.945138,34175,False,314.0,225.52,1856.0,,33800.0,7235,False,0,4
abbd73,SWA3259,,0.143,0.1,-89.499997,42.749451,17400,False,416.4,87.38,-1664.0,,16925.0,4120,False,0,4
a2e094,N285AF,,0.41,0.3,-89.497911,45.345185,40975,False,526.4,97.42,,,40400.0,7067,False,0,4
ac987b,UPS2986,,0.394,0.0,-89.471033,42.169327,12575,False,317.8,284.95,2048.0,,12175.0,6211,False,0,4
a44544,UAL2683,,0.145,0.0,-89.462981,41.709686,26950,False,368.8,259.85,1024.0,,26700.0,1305,False,0,4
a726fb,ASA29,,0.324,0.0,-89.439209,39.225614,36000,False,329.9,263.91,64.0,,36500.0,2144,False,0,4
a08714,RPA4461,,0.276,0.1,-89.436772,39.032043,13550,False,246.8,253.77,-1088.0,,13575.0,1765,False,0,4
aaadf8,SWA1387,,0.0,0.0,-89.431577,38.803162,25900,False,497.8,80.52,2496.0,,26225.0,1747,False,0,4
aa4230,GTI8273,,0.158,0.2,-89.396902,42.346941,4650,False,256.5,96.27,-1088.0,,4400.0,4035,False,0,4
a7d736,N604MH,,0.139,0.0,-89.380798,39.279242,38025,False,355.4,279.06,,,38525.0,0527,False,0,4
a43e5c,UAL2368,,0.129,0.1,-89.343695,43.091629,1625,False,147.2,2.73,-704.0,,1500.0,2713,False,0,4
abfcda,SWA555,,0.311,0.2,-89.342773,41.04982,15675,False,457.8,60.13,-2112.0,,15475.0,1062,False,0,4
a339b1,DAL1188,,0.314,0.1,-89.293379,41.616989,35000,False,532.5,87.52,,,34975.0,4047,False,0,4
a3ac7a,DAL733,,0.486,0.0,-89.271977,37.300679,35000,False,428.9,153.55,0.0,,35875.0,3631,False,0,4
a700ac,DAL1048,,0.369,0.0,-89.21698,38.609123,39000,False,405.3,166.44,0.0,,39675.0,3603,False,0,4
a979ee,N71CH,,0.557,0.2,-89.202968,43.835216,40000,False,405.1,294.03,192.0,,39575.0,1375,False,0,4
a2d3b3,SWA4236,,0.154,0.2,-89.183703,41.819458,26875,False,360.1,274.46,1472.0,,26625.0,6511,False,0,4
a80232,N615K,,0.314,0.3,-89.156425,40.588477,7000,False,205.5,128.88,0.0,,6675.0,6576,False,0,4
a4e181,RPA4497,,0.309,0.1,-89.132463,42.439255,16675,False,448.2,99.5,-2048.0,,16200.0,2677,False,0,4
a14c70,EDV5102,,0.394,0.0,-89.129209,40.635029,35975,False,361.4,284.42,,,36200.0,2705,False,0,4
a32893,AAL3009,,0.003,0.0,-89.111231,41.903595,21050,False,347.4,267.36,1792.0,,20775.0,5632,False,0,4
a6bda8,VJA533,,0.463,0.0,-89.109724,43.981659,43000,False,392.1,268.54,,,42750.0,3267,False,0,4
a533bd,UAL1836,,0.204,0.0,-89.099057,42.760698,12450,False,377.2,88.33,-1280.0,,12075.0,0640,False,0,4
a5a659,OPT463,,0.217,0.0,-89.076193,38.822937,28800,False,443.0,335.46,,,29300.0,1614,False,0,4
ab07ea,N81KF,,0.0,0.0,-89.053564,38.042489,31000,False,344.4,104.12,0.0,,31650.0,1163,False,0,4
a9b088,AAL1944,,0.394,0.0,-88.943237,41.097565,16550,False,458.0,42.43,-1984.0,,16325.0,4013,False,0,4
a008c9,DAL2697,,0.2,0.0,-88.939752,44.47368,35975,False,362.5,287.34,,,35400.0,4154,False,0,4
a7278a,N560GK,,0.858,0.4,-88.934582,42.43972,3050,False,193.1,46.05,64.0,,2825.0,3201,False,0,4
ac048d,SWA864,,0.309,0.1,-88.847534,40.856552,15475,False,452.6,26.23,-2240.0,,15300.0,4006,False,0,4
a68dba,N521MB,,0.006,0.0,-88.833777,38.389582,39975,False,354.1,234.42,,,40675.0,2326,False,0,4
ab7613,AAL168,,0.22,0.0,-88.820183,43.330627,38975,False,565.6,101.63,,,38750.0,1420,False,0,4
aa2744,TCN753,,0.276,0.0,-88.787981,37.827697,45000,False,574.8,82.6,64.0,,45825.0,1172,False,0,4
a07d2a,N130WE,,0.229,0.0,-88.784325,41.797028,20625,False,285.1,268.79,,,20325.0,6525,False,0,4
aa9fbb,ENY4213,,0.409,0.0,-88.738734,37.849091,31000,False,310.7,150.71,0.0,,31700.0,1362,False,0,4
ab5c91,SWD3,,0.243,0.0,-88.686623,43.371552,24300,False,263.7,282.93,,,23775.0,3277,False,0,4
a6d857,JIA5032,,0.26,0.0,-88.670463,41.826627,16100,False,274.4,254.14,,,15800.0,3175,False,0,4
a48ed1,N393KB,,0.276,0.3,-88.584458,38.385178,45000,False,443.6,131.34,0.0,,45725.0,0526,False,0,4
adebc3,N9963W,,0.215,0.0,-88.580911,42.935532,5050,False,172.8,77.97,0.0,,4675.0,3012,False,0,4
a057cc,DAL2187,,0.019,0.0,-88.57118,38.638184,35000,False,434.6,148.36,64.0,,35675.0,2637,False,0,4
a3fce7,UPS2978,,0.53,0.3,-88.539001,40.301193,34025,False,393.1,293.7,-64.0,,34275.0,4033,False,0,4
a94b4b,UAL1630,,0.194,0.1,-88.510267,41.457002,11150,False,385.3,41.84,-1024.0,,10800.0,1024,False,0,4
a36556,ENY4326,,0.26,0.1,-88.49169,42.086334,18500,False,291.6,288.19,2112.0,,18175.0,6251,False,0,4
ad201e,DAL2908,,0.322,0.0,-88.437434,38.168878,35000,False,494.7,113.97,0.0,,35775.0,2163,False,0,4
a7b40e,DAL2033,,0.058,0.0,-88.395741,44.056595,35000,False,564.2,86.34,0.0,,34500.0,4046,False,0,4
a31a54,UAL78,,0.0,0.0,-88.322307,46.037567,39000,False,552.9,107.26,,,38300.0,4155,False,0,4
abab34,N851BM,,0.096,0.1,-88.305167,41.921966,2350,False,231.2,177.52,,,2150.0,5320,False,0,4
ad8f18,LYM3914,,0.111,0.0,-88.299179,42.429977,10075,False,302.0,184.75,-64.0,,9675.0,2412,False,0,4
0d0a02,VOI1705,,0.096,0.0,-88.290668,41.917218,9975,False,255.9,253.19,2368.0,,9600.0,6212,False,0,4
a68d44,GJS4525,,0.063,0.1,-88.286258,41.644821,11075,False,383.9,41.62,,,10700.0,5773,False,0,4
acd135,SKW6022,,0.204,0.1,-88.273586,41.783707,11100,False,390.2,41.99,,,10700.0,1767,False,0,4
a3d3b3,ENY3695,,0.244,0.1,-88.212787,41.705475,10075,False,380.3,41.91,-64.0,,9750.0,5676,False,0,4
a2d93a,PJC28,,0.14,0.0,-88.208213,38.739258,41000,False,547.0,98.52,,,41725.0,6005,False,0,4
868012,JAL56,,0.441,0.1,-88.206482,42.233447,10050,False,378.1,130.39,0.0,,9700.0,3144,False,0,4
a4ebd9,EJA416,,0.194,0.0,-88.189575,40.484985,40000,False,357.5,294.99,0.0,,40400.0,6674,False,0,4
a335fa,DAL2247,,0.173,0.0,-88.145246,41.995743,6625,False,255.6,287.3,,,6200.0,3530,False,0,4
ad2ea1,ASA274,,0.0,0.0,-88.112474,42.780533,4075,False,249.7,139.55,64.0,,3750.0,4077,False,0,4
ac1301,SWA3615,,0.371,0.0,-88.044434,41.930345,10575,False,340.9,48.92,-448.0,,10225.0,7245,False,0,4
ab92f7,NSH845,,0.423,0.2,-88.043747,42.527298,42975,False,484.0,321.54,-64.0,,43025.0,5710,False,0,4
a782b9,EJM83,,0.177,0.0,-88.007812,43.706732,43000,False,397.1,285.33,,,42850.0,6502,False,0,4
ad5398,AAL1459,,0.306,0.1,-88.003297,41.941177,3325,False,229.0,239.85,2240.0,,3050.0,3162,False,0,4
aba7b9,N850DX,,0.021,0.0,-87.996368,40.889391,31000,False,414.3,75.46,64.0,,31175.0,3667,False,0,4
c03261,ACA7247,,0.387,0.0,-87.989003,39.924223,39000,False,557.6,51.77,0.0,,39375.0,1640,False,0,4
a3411f,DAL751,,0.423,0.2,-87.981134,42.218178,34975,False,546.0,81.47,,,34925.0,2717,False,0,4
a6bb97,JIA5563,,0.217,0.0,-87.95723,42.02124,4900,False,233.6,42.22,,,4550.0,6513,False,0,4
a9ec7f,ENY3794,,0.096,0.1,-87.952711,41.985649,2700,False,143.7,291.21,2496.0,,2475.0,5321,False,0,4
a70c09,N553RB,,0.206,0.2,-87.951689,43.110031,43000,False,418.3,272.19,0.0,,43000.0,1107,False,0,4
a08a85,EDV5283,,0.464,0.0,-87.93869,43.227198,33000,False,513.9,104.31,,,32575.0,2665,False,0,4
a0e607,AAL2393,,12.276,2.1,-87.931761,41.973003,ground,True,5.8,,,,,6554,False,0,4
a36b2d,JBU2106,,39.837,39.8,-87.931761,41.979584,ground,True,11.8,,,,,3545,False,0,4
aa8c10,,,44.891,44.9,-87.9316,41.978271,ground,True,8.8,,,,,,False,0,4
ad4171,SKW5476,,13.396,13.4,-87.930945,41.97869,ground,True,0.1,,,,,,False,0,4
a55b3c,UAL247,,7.628,7.6,-87.930929,41.978213,ground,True,1.4,,,,,1373,False,0,4
a94ae3,UAL2290,,19.784,7.5,-87.930919,41.979206,ground,True,0.0,,,,,7223,False,0,4
ab0a95,AAL1848,,58.993,45.8,-87.930914,41.973837,ground,True,0.0,,,,,1333,False,0,4
aaa555,RPA3696,,35.922,30.7,-87.930903,41.977684,ground,True,0.0,,,,,5612,False,0,4
a2af23,ENY3829,,30.623,30.6,-87.930887,41.975338,ground,True,0.0,,,,,,False,0,4
ad526b,AMX653,,6.196,0.0,-87.930263,41.970371,ground,True,11.8,,,,,3122,False,0,4
a0b6ea,SKW5757,,4.47,1.3,-87.930163,41.977701,ground,True,0.0,,,,,5641,False,0,4
a027ca,SKW5280,,56.045,2.3,-87.930154,41.979206,ground,True,0.0,,,,,5626,False,0,4
aab07a,RPA3476,,38.323,33.7,-87.929301,41.978643,ground,True,8.2,,,,,,False,0,4
aa1ffc,RPA3678,,25.34,1.5,-87.928703,41.981918,ground,True,15.5,,,,,,False,0,4
ad97dd,SKW5051,,0.735,0.7,-87.927922,41.977547,ground,True,0.0,,,,,5623,False,0,4
a71dc2,SKW5213,,53.738,31.2,-87.927922,41.97789,ground,True,0.0,,,,,5662,False,0,4
a7f804,SKW5508,,5.388,5.1,-87.927911,41.975373,ground,True,0.0,,,,,6563,False,0,4
aaafd8,SKW5071,,2.466,2.5,-87.927907,41.97496,ground,True,0.0,,,,,1322,False,0,4
a71a0b,GJS4573,,16.923,16.9,-87.927907,41.974457,ground,True,0.1,,,,,5634,False,0,4
a0020b,N1WW,,0.321,0.3,-87.926251,42.593773,ground,True,0.0,,,,,3256,False,0,4
a923cf,UAL463,,1.923,1.0,-87.923038,41.972454,ground,True,0.0,,,,,0572,False,0,4
aa5d23,SKW5933,,0.357,0.3,-87.921221,42.652278,3850,False,217.7,355.52,,,3525.0,4374,False,0,4
aaf0ce,AAL2252,,24.818,24.8,-87.919449,41.957302,ground,True,41.5,270.0,-128.0,,625.0,,False,0,4
a76cc0,GJS4173,,40.833,40.8,-87.917779,41.958595,ground,True,21.5,,,,,4024,False,0,4
acf975,0013,,31.746,5.4,-87.916686,41.994739,ground,True,0.0,,,,,0323,False,0,4
aa4953,ENY3697,,4.47,4.5,-87.915937,41.971573,ground,True,20.5,,,,,5603,False,0,4
a1a63d,,,10.17,10.2,-87.915105,41.999196,ground,True,0.0,,,,,,False,0,4
a0b7fe,UAL1686,,1.514,1.5,-87.914689,41.974903,ground,True,15.5,,,,,2420,False,0,4
a39fb1,UAL2004,,0.334,0.3,-87.914065,41.971596,ground,True,14.8,,,,,5310,False,0,4
c00700,ACA1048,,3.7,3.7,-87.913843,41.990503,ground,True,11.8,,,,,2605,False,0,4
a24014,ENY3605,,8.071,8.1,-87.91362,41.998754,ground,True,17.5,,,,,2662,False,0,4
a2452c,UAL1568,,0.334,0.3,-87.913378,41.986805,ground,True,16.5,,,,575.0,2415,False,0,4
aa2ba2,UAL623,,3.472,3.5,-87.911608,41.981995,ground,True,11.8,,,,,3527,False,0,4
a9ad36,RPA3509,,4.083,4.1,-87.910346,41.981855,ground,True,13.2,,,,,6263,False,0,4
a105e8,SKW5600,,13.269,11.0,-87.910123,41.976863,ground,True,0.0,,,,,6203,False,0,4
a72ef7,,,0.334,0.0,-87.909789,41.965668,925,False,144.0,269.2,,,750.0,5354,False,0,4
a097cc,UAL1830,,2.466,2.5,-87.908989,41.982426,ground,True,11.8,,,,,3534,False,0,4
a3a0ca,UAL2306,,50.752,44.0,-87.907919,41.982065,ground,True,0.0,,,,,6210,False,0,4
a0dab2,SKW5597,,39.277,39.3,-87.907839,41.981378,ground,True,0.0,,,,,,False,0,4
a10231,,,40.7,40.7,-87.907198,41.973553,ground,True,6.2,,,,,,False,0,4
a2af5e,R2917,,3.813,3.8,-87.906801,41.998754,ground,True,0.0,,,,,,False,0,4
a2c95f,C53,,2.924,1.0,-87.904933,41.993284,ground,True,0.0,,,,,,False,0,4
a54299,UAL2244,,0.036,0.0,-87.90051,41.983915,ground,True,81.0,,,,,4314,False,0,4
ad73a9,AAL1238,,0.384,0.0,-87.899759,41.545917,12775,False,356.0,172.58,2496.0,,12450.0,3152,False,0,4
aa5690,UAL2072,,8.707,8.7,-87.898974,41.989975,ground,True,26.5,,,,,1314,False,0,4
a3c9c5,AAL2793,,40.97,10.3,-87.898381,41.975224,ground,True,0.0,,,,,6555,False,0,4
a396a9,ENY4290,,1.393,1.4,-87.897939,41.982903,ground,True,0.8,,,,,1321,False,0,4
a05162,N12AJ,,6.515,6.5,-87.897903,42.105942,875,False,93.8,338.09,-384.0,,700.0,7075,False,0,4
aabc11,ENY3608,,4.47,4.5,-87.897101,41.982891,ground,True,0.0,,,,,3171,False,0,4
a46d4f,UAL270,,52.562,52.6,-87.896618,41.982857,ground,True,6.8,,,,,,False,0,4
aa1dc2,ENY3679,,14.443,14.4,-87.896533,41.958649,ground,True,20.5,,,,,,False,0,4
a546c9,RPA4521,,30.132,2.1,-87.896071,41.977615,ground,True,0.0,,,,,3507,False,0,4
899134,,,3.813,3.8,-87.895847,41.973464,ground,True,7.8,,,,,,False,0,4
846def,NCA134,,9.513,7.5,-87.894651,41.986805,ground,True,14.2,,,,,4161,False,0,4
aa6113,AAL2971,,1.786,0.3,-87.894573,41.981976,ground,True,0.0,,,,,1335,False,0,4
ab1db2,UAL1046,,6.319,6.3,-87.894553,41.973127,ground,True,5.2,,,,,,False,0,4
a11ba0,UAL971,,9.975,10.0,-87.894378,41.971695,ground,True,6.8,,,,,,False,0,4
aa6efa,RPA3647,,33.599,33.6,-87.894298,41.975827,ground,True,8.8,,,,,5706,False,0,4
a34c68,ENY3382,,1.514,1.5,-87.894292,41.97583,ground,True,8.2,,,,,6571,False,0,4
aab1af,SWA3891,,3.472,1.1,-87.893531,41.977514,ground,True,1.9,,,,,3135,False,0,4
a28071,C878,,14.443,14.4,-87.892797,41.998905,ground,True,20.5,196.88,,,,,False,0,4
aa55bd,ENY3428,,15.871,8.1,-87.890753,41.986767,ground,True,8.2,,,,,1011,False,0,4
a76f67,UAL2475,,2.059,1.7,-87.890672,41.963207,ground,True,11.2,,,,,1515,False,0,4
ac763e,AAL528,,0.036,0.0,-87.89037,41.985091,ground,True,3.2,,,,,3261,False,0,4
a0b845,UAL2018,,1.393,1.4,-87.890354,41.983834,ground,True,8.8,,,,,3174,False,0,4
ad5dcb,,,4.215,1.8,-87.890338,41.981844,ground,True,17.5,,,,,2676,False,0,4
a6e767,GJS4417,,0.309,0.0,-87.889876,41.162978,21775,False,315.1,178.91,,,21700.0,6275,False,0,4
a26f01,ENY3523,,1.393,1.4,-87.889642,41.964077,ground,True,11.2,,,,,3120,False,0,4
aa42aa,ENY3549,,0.334,0.0,-87.882697,41.957245,1025,False,132.0,271.3,-640.0,,850.0,4023,False,0,4
a46ab3,FFT1416,,53.738,53.7,-87.881587,41.974221,ground,True,0.0,,,,,,False,0,4
a4bc12,N404FZ,,0.332,0.0,-87.869401,40.462833,29000,False,400.2,178.42,,,29275.0,3113,False,0,4
a825a6,FFT1342,,0.325,0.3,-87.868269,41.883886,7100,False,304.0,90.38,0.0,,6700.0,3446,False,0,4
a35dc2,ENY3720,,0.384,0.0,-87.860725,42.13028,6275,False,277.9,40.91,3008.0,,5925.0,5613,False,0,4
a0b88f,UAL2865,,0.334,0.1,-87.855169,41.988327,1325,False,130.0,270.44,-832.0,,1125.0,3720,False,0,4
aa5130,ENY3529,,0.471,0.0,-87.852298,42.002838,1500,False,129.0,270.0,-832.0,,1300.0,1141,False,0,4
ac0c8b,SWA3744,,0.0,0.0,-87.847874,39.8405,22150,False,477.0,90.6,-1472.0,,22350.0,6722,False,0,4
a5ea5c,UAL303,,0.021,0.0,-87.845019,41.884166,9075,False,318.0,89.82,0.0,,8725.0,1133,False,0,4
aac03d,ENY3429,,0.338,0.0,-87.823583,42.091782,7075,False,300.0,90.19,64.0,,6700.0,3652,False,0,4
3c6519,DLH430,,0.177,0.0,-87.802926,44.093399,22550,False,329.2,190.15,-1024.0,,21975.0,6573,False,0,4
a6e3b0,GJS4404,,0.123,0.1,-87.790343,41.957439,2475,False,154.0,268.88,,,2200.0,4054,False,0,4
a16e7d,UAL2096,,0.058,0.0,-87.782073,42.114853,37000,False,533.7,41.13,0.0,,36825.0,3101,False,0,4
a939e8,DAL2825,,0.441,0.2,-87.766405,42.107208,38000,False,460.4,339.4,-64.0,,38025.0,6536,False,0,4
a36fa4,EDV5076,,0.145,0.0,-87.747925,41.315277,30525,False,505.5,118.09,,,30700.0,2472,False,0,4
aa8a09,UAL1946,,0.123,0.0,-87.737378,41.988144,3200,False,165.0,270.0,-832.0,,2875.0,1337,False,0,4
ad64cd,AAL2071,,0.036,0.0,-87.733887,40.83696,29575,False,352.7,169.71,1344.0,,29725.0,6523,False,0,4
a77b0e,EJA581,,0.111,0.0,-87.73094,42.068419,2850,False,132.7,279.11,-448.0,,2550.0,5374,False,0,4
ace122,NTW929,,0.041,0.0,-87.730046,43.365143,32000,False,361.4,164.93,0.0,,31650.0,2620,False,0,4
a40d7a,DAL1716,,0.395,0.0,-87.692035,39.301666,36500,False,550.9,61.25,-960.0,,37175.0,7061,False,0,4
ac36ef,SWA3862,,0.12,0.0,-87.682204,41.735385,2075,False,128.8,313.11,-640.0,,1850.0,7752,False,0,4
aa127e,RPA3569,,0.0,0.0,-87.677078,41.957428,4000,False,209.0,270.0,-960.0,,3700.0,4067,False,0,4
a36ff7,SKW3792,,0.358,0.0,-87.658188,41.616025,4050,False,238.2,50.96,-1088.0,,3750.0,3606,False,0,4
ad6ca7,SKW5021,,0.178,0.0,-87.654544,42.002197,4075,False,164.0,269.65,,,3700.0,3032,False,0,4
a0acfd,UAL2189,,0.0,0.0,-87.646741,42.074112,12600,False,341.4,106.68,2944.0,,12175.0,7261,False,0,4
ac0bde,SWA3837,,0.225,0.0,-87.635321,41.884119,5425,False,230.0,89.5,-640.0,,5075.0,2773,False,0,4
ac712d,SWA4402,,0.339,0.1,-87.631897,41.324478,18825,False,378.1,165.45,2816.0,,18600.0,6565,False,0,4
a70491,EJA551,,0.508,0.0,-87.600798,41.681992,3075,False,146.1,329.57,-64.0,,2750.0,4002,False,0,4
ab485e,AAL2004,,0.204,0.0,-87.553881,41.957485,5600,False,222.0,270.26,-832.0,,5225.0,6252,False,0,4
a067ec,SKW5664,,0.22,0.0,-87.546428,41.987732,5075,False,166.0,270.35,0.0,,4700.0,1171,False,0,4
a51b58,SWA2624,,0.339,0.0,-87.540748,41.792679,7325,False,302.8,96.26,2944.0,,6925.0,3132,False,0,4
a34729,DAL1147,,0.003,0.0,-87.527649,39.60129,35000,False,392.2,168.98,64.0,,35550.0,1465,False,0,4
ad3c1f,ASA1495,,0.444,0.3,-87.508211,41.883654,5050,False,211.0,90.27,64.0,,4675.0,7313,False,0,4
a35af8,AAL1673,,0.384,0.0,-87.507381,41.490194,29000,False,582.5,73.34,0.0,,29050.0,4140,False,0,4
a7cf40,LXJ602,,0.354,0.0,-87.50293,40.444061,40750,False,419.9,153.86,,,41150.0,5624,False,0,4
a12f75,UAL1983,,0.021,0.0,-87.439561,41.946762,6700,False,199.1,294.63,-512.0,,6300.0,6620,False,0,4
acf486,AAL2420,,0.293,0.0,-87.434245,42.022007,4050,False,229.2,209.25,64.0,,3700.0,2005,False,0,4
a88e54,N650SK,,0.111,0.0,-87.418017,43.424114,14075,False,343.7,304.57,,,13575.0,3767,False,0,4
aa3646,RPA3702,,0.367,0.1,-87.417786,41.085342,23000,False,356.7,155.66,64.0,,22950.0,1315,False,0,4
ac3dec,SWA2108,,0.021,0.0,-87.403981,41.579865,5075,False,190.6,302.36,-64.0,,4725.0,1377,False,0,4
aae377,SKW3816,,0.194,0.2,-87.39418,40.742332,25425,False,457.4,145.51,,,25525.0,2625,False,0,4
899017,CAL5312,,0.041,0.0,-87.385382,43.321701,35000,False,554.0,98.41,0.0,,34775.0,3470,False,0,4
ac81cc,AAL772,,0.107,0.0,-87.380974,42.036717,15725,False,412.3,97.25,2624.0,,15450.0,6214,False,0,4
a9af29,SKW4632,,0.111,0.0,-87.374459,41.956275,7100,False,202.0,270.57,,,6700.0,2710,False,0,4
8695c6,ANA12,,0.0,0.0,-87.370897,41.968094,5100,False,209.0,323.95,0.0,,4750.0,1412,False,0,4
aa739e,UAL598,,0.069,0.0,-87.320644,43.461728,37000,False,569.4,64.29,0.0,,36775.0,0632,False,0,4
ad474c,DAL2574,,0.551,0.0,-87.251046,40.544346,30000,False,416.4,321.53,0.0,,30350.0,0747,False,0,4
aa1a26,ENY4252,,0.471,0.0,-87.241985,42.26906,13150,False,400.2,85.56,0.0,,12800.0,4323,False,0,4
adb7ee,SKW5489,,0.112,0.1,-87.229573,41.981369,6075,False,170.3,273.37,,,5675.0,4342,False,0,4
abb595,SWA1149,,0.384,0.1,-87.223653,41.775373,14200,False,366.1,96.12,2432.0,,13850.0,3163,False,0,4
a1c8bd,EJM67,,0.22,0.2,-87.205768,41.488937,2775,False,189.4,29.41,,,2475.0,1350,False,0,4
a9527f,N70CZ,,0.26,0.0,-87.122742,41.313766,41000,False,544.6,73.79,,,41300.0,1146,False,0,4
acd5e3,EJA926,,0.173,0.2,-87.112468,41.919296,9550,False,249.7,281.08,-512.0,,9100.0,3742,False,0,4
a04e00,DAL2866,,0.238,0.1,-87.100056,42.655257,34975,False,486.1,116.25,,,34925.0,2644,False,0,4
a89925,N653PA,,0.9,0.9,-87.098236,40.555332,2525,False,104.7,117.3,0.0,,2225.0,4327,False,0,4
a4fc32,LXJ420,,0.111,0.0,-87.074367,43.79425,32900,False,341.2,182.18,,,32550.0,2365,False,0,4
a91ddf,N687GS,,0.4,0.0,-87.038546,41.540238,43000,False,402.0,270.86,0.0,,43250.0,2704,False,0,4
401057,GTAYC,,0.0,0.0,-87.017212,42.967622,43000,False,397.8,259.42,0.0,,43050.0,1465,False,0,4
899133,EVA634,,0.217,0.1,-86.978498,43.277474,33000,False,560.3,98.62,0.0,,32750.0,4105,False,0,4
a4c170,RPA4612,,0.036,0.0,-86.972393,42.493423,13050,False,316.0,250.02,-1344.0,,12725.0,1414,False,0,4
a73665,GJS4566,,0.545,0.0,-86.868322,41.846365,12075,False,329.9,312.3,,,11700.0,1106,False,0,4
a126c9,UAL2359,,0.0,0.0,-86.830891,41.910887,37000,False,563.5,87.56,64.0,,37150.0,3551,False,0,4
a3187c,N299SC,,0.019,0.0,-86.831098,42.931172,40000,False,434.0,310.7,,,40050.0,6232,False,0,4
a69bcd,DAL464,,0.134,0.1,-109.143677,43.566563,32025,False,415.3,231.06,0.0,,32125.0,3432,False,0,5
aba30b,UAL2272,,0.134,0.0,-108.745734,42.591522,35000,False,497.1,73.64,64.0,,35075.0,6372,False,0,5
406a35,BAW283,,44.469,14.0,-108.54452,45.292953,36000,False,482.6,207.52,64.0,,35575.0,,False,0,5
a07cd8,SKW5447,,42.436,0.6,-108.41864,39.65625,30400,False,497.0,66.1,39.0,,,3206,False,0,5
ada302,SKW5032,,0.134,0.1,-108.295749,43.010788,7350,False,141.9,293.68,,,7625.0,1200,False,0,5
a1cb05,JBU256,,1.602,1.0,-108.081218,46.044891,33300,False,541.2,88.41,1600.0,,32700.0,6005,False,0,5
a715a6,N5559W,,0.278,0.3,-108.01372,43.248844,22000,False,176.9,312.71,-64.0,,21875.0,3734,False,0,5
aba8ad,N850PR,,48.454,48.5,-107.836731,39.84206,28000,False,277.0,218.6,39.0,,,1422,False,0,5
a5d623,,,38.194,0.4,-107.626709,40.01889,33000,False,523.5,85.73,0.0,,33500.0,,False,0,5
ae0632,PAT057,,54.472,54.5,-107.514893,38.169205,20125,False,135.0,298.4,38.0,,,3532,False,0,5
a44a61,DAL678,,0.0,0.0,-107.265015,41.986221,36000,False,328.0,269.65,0.0,,36100.0,3263,False,0,5
ad3fd9,AAL1380,,0.182,0.2,-107.202576,40.383041,35000,False,521.7,60.49,0.0,,35475.0,1074,False,0,5
a3cd6b,DAL2873,,0.018,0.0,-107.172098,37.974472,35975,False,374.3,310.88,64.0,,36825.0,7473,False,0,5
abf431,N87CB,,0.814,0.8,-107.130372,39.494339,28000,False,159.5,304.79,0.0,,28575.0,2320,False,0,5
a5521c,ASA783,,0.134,0.0,-107.120915,41.659923,36000,False,322.8,299.11,64.0,,36125.0,3224,False,0,5
a642cd,EJA502,,3.433,3.4,-107.102356,40.412796,9275,False,163.2,322.22,192.0,,9675.0,1200,False,0,5
a071c2,DAL935,,7.367,2.2,-107.085273,42.898224,31950,False,362.1,251.82,0.0,,31975.0,7472,False,0,5
abb9df,SWA142,,0.133,0.1,-107.07369,40.53173,29850,False,533.7,95.81,-960.0,,30225.0,3326,False,0,5
a136f6,N178AS,,0.917,0.8,-107.015485,37.497162,47000,False,440.1,254.45,0.0,,47550.0,3344,False,0,5
a00510,N100DS,,7.513,4.9,-106.943537,42.172045,29975,False,333.4,204.64,-64.0,,30025.0,0637,False,0,5
a9a474,N720KG,,8.433,8.4,-106.910706,39.643295,ground,True,100.0,261.5,39.0,,,3553,False,0,5
aa2d14,SKW4964,,3.903,0.4,-106.863098,39.365084,19000,False,235.6,341.95,,,19425.0,2066,False,0,5
