icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp
a57a9e,N452MA,,0.122,0.0,-96.924194,41.216766,30000,False,228.5,261.44,0.0,,29650.0,3041,False,0,14
a8aba2,NDU58,,2.186,1.3,-96.881596,48.009323,2250,False,86.0,271.33,192.0,,2300.0,5332,False,0,14
ad9ed6,NDU77,,0.243,0.0,-96.857323,48.036942,5225,False,115.4,70.78,0.0,,5075.0,1200,False,0,14
c05c0e,WJA634,,0.216,0.0,-96.838721,46.148575,33000,False,508.8,110.36,0.0,,31700.0,3356,False,0,14
c05ea2,ACA374,,0.201,0.1,-96.825762,50.017639,11000,False,357.9,94.01,1536.0,,10525.0,1131,False,0,14
c041f6,CFC0540,,0.0,0.0,-96.816124,46.755997,2475,False,100.7,353.16,,,2550.0,1123,False,0,14
a8856d,UAL1999,,0.291,0.0,-96.80035,42.214233,32000,False,372.8,256.19,0.0,,31475.0,1774,False,0,14
aa3994,AAL2326,,0.523,0.3,-96.759705,39.236042,30000,False,429.4,203.76,0.0,,30225.0,1643,False,0,14
a82e6b,N626VJ,,0.357,0.1,-96.741187,38.83168,31000,False,391.3,102.54,0.0,,31325.0,3243,False,0,14
a74da8,N57SH,,3.876,0.1,-96.741077,43.591341,ground,True,0.0,,,,,4562,False,0,14
a34199,ENY3666,,3.876,0.7,-96.735593,43.581768,ground,True,0.0,,,,,3637,False,0,14
a69ebc,N5256S,,0.01,0.0,-96.719925,46.902786,2325,False,106.0,180.0,-64.0,,2375.0,4570,False,0,14
a3b454,VJA338,,0.188,0.0,-96.710776,36.854736,43025,False,488.9,105.54,,,43775.0,3717,False,0,14
a2c1ec,EJA277,,0.231,0.0,-96.705123,38.546539,43000,False,524.9,103.67,,,43475.0,2147,False,0,14
a3fffc,DAL1307,,0.229,0.0,-96.670663,33.750595,33975,False,410.1,206.5,0.0,,34925.0,4114,False,0,14
a3776f,AAL2997,,0.514,0.0,-96.649654,37.593725,31000,False,463.9,7.43,0.0,,31625.0,3454,False,0,14
c0853f,ACA1031,,0.067,0.1,-96.64293,38.268997,30000,False,395.9,235.19,,,30375.0,6353,False,0,14
ae04ec,HUSKR15,,3.515,3.5,-96.64099,40.727339,2625,False,216.0,318.0,12.0,,,1677,False,0,14
a8bbac,N662AE,,0.575,0.1,-96.635284,34.666567,2900,False,81.6,348.69,0.0,,3000.0,1200,False,0,14
ad32c2,N95ER,,0.122,0.0,-96.631079,42.093371,21200,False,270.1,82.77,1344.0,,20725.0,3054,False,0,14
abdc9b,SWA424,,0.191,0.0,-96.60541,39.300339,37000,False,539.2,95.21,0.0,,37225.0,6541,False,0,14
aaf960,AAL2384,,0.169,0.0,-96.59111,41.823166,37000,False,516.7,71.85,0.0,,36700.0,2053,False,0,14
a73db7,N566FF,,0.367,0.0,-96.577881,40.900543,3650,False,192.0,178.81,-384.0,,3800.0,4256,False,0,14
a1fb98,N227G,,0.292,0.2,-96.568508,36.05278,32475,False,361.6,81.89,-1600.0,,33350.0,4145,False,0,14
a33766,AAL1437,,0.231,0.0,-96.550354,39.342274,35000,False,521.6,82.4,0.0,,35250.0,7331,False,0,14
a97f8c,N7108Q,,0.0,0.0,-96.544624,46.505499,4275,False,99.1,2.89,0.0,,4225.0,1200,False,0,14
ac5d38,SKW4960,,0.247,0.1,-96.512847,36.070583,19575,False,366.9,231.97,,,20050.0,2106,False,0,14
a12a7d,UAL2156,,0.363,0.0,-96.504021,35.883636,34000,False,439.0,254.0,0.0,,34850.0,6263,False,0,14
a99e32,FWK719,,0.358,0.0,-96.502876,35.815567,32025,False,420.2,189.87,0.0,,32800.0,2626,False,0,14
ac72f0,AAL2308,,0.418,0.1,-96.498771,38.208447,37000,False,511.7,86.98,0.0,,37550.0,7252,False,0,14
ad3d45,NDU52,,13.269,2.4,-96.484131,47.731339,4225,False,121.2,125.26,0.0,,4125.0,,False,0,14
aa6d79,N771HM,,0.519,0.4,-96.474505,40.960523,40975,False,549.0,79.61,-64.0,,41000.0,2052,False,0,14
abde8c,JRE864,,0.614,0.3,-96.463196,41.073257,27125,False,279.1,234.77,2688.0,,26850.0,7016,False,0,14
aaa5f4,N78531,,16.143,5.2,-96.459259,47.364574,5275,False,100.7,205.29,47.0,,5175.0,2475,False,0,14
a1cd55,AAY2298,,0.165,0.1,-96.449302,43.966354,36000,False,401.5,231.67,0.0,,35125.0,2413,False,0,14
a9b31d,N724HF,,0.103,0.0,-96.43192,42.393959,13100,False,247.3,349.28,,,12850.0,4266,False,0,14
a9cecf,AAL21,,0.469,0.1,-96.416974,41.633016,34000,False,482.4,197.12,0.0,,33650.0,2444,False,0,14
c04009,CFYGM,,0.0,0.0,-96.400947,50.090906,4100,False,123.3,94.18,,,4000.0,1257,False,0,14
a4fbac,AAL978,,0.295,0.0,-96.378422,36.509399,31000,False,492.7,83.0,-64.0,,31825.0,1653,False,0,14
ab2ad9,N819AP,,0.0,0.0,-96.375067,40.16406,40000,False,354.5,254.12,,,40100.0,1153,False,0,14
ae77a0,VADER91,,0.0,0.0,-96.366089,39.304287,26000,False,238.0,270.48,,,26000.0,6747,False,0,14
a944c8,XSR697,,0.393,0.0,-96.36327,33.827728,45000,False,420.6,122.18,64.0,,46075.0,3730,False,0,14
a9969b,FFT2446,,0.357,0.1,-96.360965,39.756088,35025,False,549.2,81.41,0.0,,35125.0,7671,False,0,14
accb22,AAL1633,,0.357,0.0,-96.360091,38.252426,33025,False,539.2,88.62,64.0,,33550.0,1323,False,0,14
a1d1d0,SWA3520,,0.0,0.0,-96.35725,36.546524,36000,False,443.4,201.71,-64.0,,36825.0,6237,False,0,14
a76154,DAL499,,0.122,0.0,-96.311958,42.492828,35000,False,524.8,81.45,0.0,,34500.0,3210,False,0,14
a721bc,BECT111,,0.308,0.0,-96.300659,38.316542,26000,False,215.3,258.48,,,26375.0,4765,False,0,14
ae5b43,G20709,,0.334,0.0,-96.297913,36.178165,3825,False,147.4,228.85,128.0,,3925.0,4712,False,0,14
abc107,SWA2849,,0.259,0.0,-96.271383,40.177142,25000,False,471.4,64.09,0.0,,24925.0,1645,False,0,14
ada5ee,JBU35,,0.41,0.1,-96.261978,35.340179,34000,False,437.0,270.0,0.0,,34850.0,7156,False,0,14
a7b544,SCU18,,2.351,2.4,-96.256422,36.260376,1500,False,104.5,111.9,-384.0,,1600.0,1200,False,0,14
c01505,ACA743,,0.185,0.2,-96.247413,42.797195,34000,False,380.3,259.55,,,33325.0,6302,False,0,14
a3520e,ATN3341,,0.112,0.1,-96.233253,34.302901,35000,False,529.5,34.38,-64.0,,35875.0,0643,False,0,14
a0807e,AIP35,,0.291,0.3,-96.206543,41.197266,18300,False,128.1,255.53,,,17900.0,4260,False,0,14
a002f0,N10FZ,,38.137,38.1,-96.182495,43.124451,4050,False,200.0,173.3,43.0,,,1200,False,0,14
ab8c91,SCU45,,0.334,0.0,-96.161041,35.9832,2325,False,93.0,63.16,448.0,,2350.0,0242,False,0,14
a851e2,SCU26,,17.689,17.7,-96.151028,36.165894,750,False,55.7,9.29,-640.0,,850.0,1200,False,0,14
a88d10,DAL8947,,0.0,0.0,-96.111603,43.485469,41000,False,410.2,288.92,0.0,,40450.0,1366,False,0,14
ac4c21,SWA2497,,0.122,0.1,-96.068448,41.101157,35525,False,389.1,255.11,704.0,,35350.0,3647,False,0,14
ae139a,BALL67,,0.334,0.2,-96.036461,36.193108,2650,False,131.1,87.81,-512.0,,2775.0,4733,False,0,14
a5951e,SCU52,,0.514,0.5,-96.036015,35.868668,2650,False,91.0,12.05,128.0,,2725.0,0246,False,0,14
a6f737,SCU7,,0.201,0.1,-96.009697,36.027661,1475,False,124.0,181.39,-1280.0,,1525.0,0236,False,0,14
ab284d,AAL2336,,0.247,0.1,-96.007672,34.578094,29575,False,543.1,34.42,960.0,,30425.0,3646,False,0,14
a8e870,SCU30,,0.363,0.4,-96.005001,35.9496,1900,False,73.4,340.08,-256.0,,1950.0,0241,False,0,14
a8cfcd,,,16.164,15.7,-95.990024,36.033211,ground,True,6.8,,,,,,False,0,14
a72c34,SCU11,,54.322,54.3,-95.989784,36.033399,ground,True,0.1,,,,,,False,0,14
a6f380,SCU6,,22.527,5.7,-95.989536,36.033341,ground,True,0.0,,,,,,False,0,14
a6c0dc,SCU4,,24.474,24.5,-95.989244,36.037065,ground,True,0.1,,,,,,False,0,14
a64e16,SCU21,,0.04,0.0,-95.978842,36.057734,1500,False,61.4,6.55,-64.0,,1600.0,1200,False,0,14
a6c84a,SCU5,,0.201,0.2,-95.978565,36.014008,1125,False,74.5,292.09,-256.0,,1225.0,0237,False,0,14
ac1c9a,N88ML,,0.258,0.2,-95.972068,41.759308,5750,False,81.0,339.78,,,5750.0,1200,False,0,14
a867f5,N64023,,0.2,0.0,-95.952473,35.998444,2275,False,111.0,178.97,,,2375.0,0240,False,0,14
ac41ce,SWA1051,,0.195,0.0,-95.946911,34.426666,37000,False,514.3,43.19,0.0,,38025.0,2702,False,0,14
a40291,N358AM,,0.218,0.2,-95.926423,36.469209,1925,False,99.7,26.82,-384.0,,2075.0,1200,False,0,14
a890d8,N651EC,,0.548,0.1,-95.901353,38.411041,1500,False,85.6,67.33,,,1650.0,1200,False,0,14
ae1750,BALL84,,0.218,0.1,-95.901203,36.095444,3350,False,181.0,102.12,-1088.0,,3475.0,4613,False,0,14
a5ca89,SWA4279,,30.859,30.9,-95.882346,36.199427,ground,True,25.5,,,,,2672,False,0,14
ae5bcb,G20783,,0.218,0.2,-95.854018,36.14623,1400,False,78.4,5.86,-128.0,,1525.0,0313,False,0,14
a28193,N26012,,0.357,0.3,-95.834851,36.531031,7750,False,93.1,177.54,-64.0,,7800.0,2133,False,0,14
c060c6,POE307,,0.0,0.0,-95.827505,49.863778,36000,False,432.9,287.89,0.0,,34300.0,6311,False,0,14
a1442f,SWA2770,,0.249,0.0,-95.824471,33.945473,36000,False,484.0,304.05,64.0,,36975.0,2240,False,0,14
aa7865,N774FE,,0.104,0.1,-95.808896,41.257154,2700,False,136.5,301.83,0.0,,2875.0,2660,False,0,14
a28192,N26011,,0.0,0.0,-95.807819,36.43808,8800,False,99.1,177.69,64.0,,8875.0,2105,False,0,14
a28194,N26013,,0.04,0.0,-95.793886,36.365677,7750,False,94.0,181.22,0.0,,7825.0,1153,False,0,14
a31d67,N30EK,,0.357,0.3,-95.74788,38.228046,32000,False,347.8,283.64,0.0,,32400.0,0740,False,0,14
aa4e80,AAL892,,0.358,0.1,-95.69458,35.585907,34975,False,491.5,27.24,0.0,,35825.0,2552,False,0,14
a1a218,ENY4312,,0.0,0.0,-95.678271,42.016048,33000,False,525.2,78.13,-64.0,,32575.0,1443,False,0,14
a72643,N56TJ,,0.291,0.1,-95.655025,41.209158,19000,False,271.1,84.92,0.0,,18600.0,3001,False,0,14
ae5ad6,PRIME81,,0.34,0.2,-95.645569,38.88555,1200,False,89.8,288.84,-128.0,,1400.0,1200,False,0,14
ad8766,ASA572,,0.191,0.1,-95.628705,41.739667,29000,False,546.2,100.55,0.0,,28575.0,6660,False,0,14
a837f8,N629DA,,0.292,0.0,-95.615475,37.303711,29000,False,485.3,175.75,0.0,,29625.0,1642,False,0,14
a36c12,N32BB,,0.443,0.0,-95.590288,36.705136,40000,False,326.0,261.0,64.0,,40700.0,1721,False,0,14
a26ba3,N255SB,,0.576,0.6,-95.542858,42.370031,7725,False,171.0,211.37,0.0,,7650.0,4204,False,0,14
a43ce4,N372TB,,0.334,0.0,-95.520455,36.12989,15700,False,251.0,89.09,1024.0,,15975.0,2130,False,0,14
ac1c2c,N88HA,,0.367,0.3,-95.486298,40.313074,25000,False,367.8,122.57,0.0,,24825.0,2674,False,0,14
ac75ee,AAL2443,,0.142,0.0,-95.458435,38.597391,33125,False,520.0,100.08,-896.0,,33550.0,3746,False,0,14
abb8ea,SWA8001,,0.305,0.1,-95.438357,40.462134,36000,False,378.4,233.71,0.0,,35975.0,7215,False,0,14
71c010,KAL036,,0.01,0.0,-95.413445,48.115814,32000,False,463.5,325.28,64.0,,30500.0,2547,False,0,14
abe65a,AAL1119,,0.282,0.0,-95.391369,34.992107,37000,False,512.2,66.29,0.0,,37975.0,6277,False,0,14
a64d22,N505GJ,,0.0,0.0,-95.386942,44.013428,36450,False,352.4,243.36,832.0,,35750.0,3063,False,0,14
a3ada3,AAL1198,,0.0,0.0,-95.381569,38.018794,33000,False,460.4,10.26,0.0,,33550.0,6261,False,0,14
ab149c,QHD813,,0.109,0.1,-95.374332,35.111069,19575,False,430.3,47.45,,,20100.0,0517,False,0,14
aa9a7a,SWA1183,,0.418,0.0,-95.371799,35.30365,32000,False,391.6,171.19,0.0,,32925.0,1727,False,0,14
a0e220,SKW5266,,0.142,0.1,-95.356538,41.408821,28000,False,339.6,262.9,0.0,,27700.0,7063,False,0,14
a6b14a,SIS53,,0.334,0.0,-95.35223,35.870865,34000,False,400.6,264.84,,,34825.0,5675,False,0,14
c0817c,WJA430,,0.278,0.3,-95.335482,46.985639,35000,False,493.3,117.14,-64.0,,33650.0,1326,False,0,14
c04fae,WEN3824,,0.159,0.0,-95.332008,46.256305,25000,False,339.6,120.04,64.0,,23825.0,3476,False,0,14
a63308,N499RK,,0.119,0.1,-95.274154,38.609802,25975,False,219.2,252.47,3264.0,,26225.0,4763,False,0,14
aa7e7a,UAL1297,,0.076,0.1,-95.273438,39.493195,19875,False,309.0,283.09,2624.0,,19825.0,1743,False,0,14
ac56ba,SWA3010,,0.247,0.0,-95.209799,35.383658,37000,False,531.2,37.04,0.0,,37975.0,2263,False,0,14
ab2ef2,N82EM,,0.351,0.0,-95.18654,38.317749,43000,False,448.2,307.2,-64.0,,43475.0,3302,False,0,14
a494eb,UAL453,,0.488,0.2,-95.182171,36.253693,34000,False,410.0,260.17,64.0,,34875.0,1723,False,0,14
c06171,POE359,,0.0,0.0,-95.183234,49.727737,36000,False,422.5,288.35,64.0,,34325.0,0571,False,0,14
a724b6,N56BM,,18.24,18.2,-95.125946,46.153844,7775,False,,,,,,,False,0,14
abdeec,AAL903,,0.142,0.0,-95.121439,42.066879,36000,False,388.2,268.38,0.0,,35600.0,6542,False,0,14
aaa3cb,N785HC,,0.076,0.0,-95.111329,38.916367,11750,False,155.0,271.11,0.0,,11625.0,1744,False,0,14
a02413,SKW5409,,0.0,0.0,-95.103149,40.841629,34000,False,323.0,262.17,-128.0,,33775.0,5621,False,0,14
a3828a,SKW3933,,0.469,0.0,-95.087463,41.313583,30800,False,411.7,191.77,-1536.0,,30425.0,3666,False,0,14
abb5e7,SKW5836,,0.42,0.0,-95.053174,39.878677,35000,False,541.9,81.51,128.0,,35050.0,3237,False,0,14
ab7e41,N84HT,,0.023,0.0,-95.049507,34.464386,40000,False,385.5,262.25,,,41025.0,1650,False,0,14
c058f7,NOJ53,,1.263,0.8,-95.011475,39.479277,4350,False,190.2,14.62,-1216.0,,4375.0,4736,False,0,14
abb1de,SWA3820,,0.142,0.1,-94.972209,39.298462,12275,False,279.2,255.27,768.0,,12125.0,1156,False,0,14
a0b801,UAL1113,,0.0,0.0,-94.956686,42.055105,32000,False,384.3,267.91,0.0,,31575.0,7212,False,0,14
a00adc,N10100,,0.0,0.0,-94.95282,40.428223,44875,False,428.9,257.07,-896.0,,44975.0,1723,False,0,14
a72f2b,N562JL,,0.011,0.0,-94.949699,38.936188,4550,False,211.2,68.9,-1216.0,,4575.0,4702,False,0,14
a973e0,SKW6448,,0.358,0.1,-94.934292,35.294769,34625,False,531.2,43.4,,,35600.0,3666,False,0,14
a4943f,UAL1434,,0.234,0.0,-94.912441,38.085782,32000,False,376.6,264.67,0.0,,32475.0,1302,False,0,14
aa09b6,KCR746,,0.489,0.5,-94.910259,34.801848,21000,False,326.1,43.14,,,21475.0,7244,False,0,14
a5fd2d,SWA2594,,0.074,0.0,-94.898682,39.074133,5225,False,231.4,68.98,-512.0,,5275.0,3241,False,0,14
a3f0d3,DZR353,,0.345,0.3,-94.891782,38.799271,1250,False,109.0,0.53,-512.0,,1375.0,1103,False,0,14
a46cc1,UAL2163,,0.04,0.0,-94.888573,36.302032,34000,False,392.0,261.79,0.0,,34850.0,7046,False,0,14
ac981a,EJA910,,0.279,0.0,-94.824829,39.32612,7625,False,281.2,233.82,3200.0,,7550.0,1775,False,0,14
abd018,DAL958,,0.412,0.1,-94.813647,43.208484,39000,False,556.0,72.74,0.0,,38525.0,3524,False,0,14
a88b45,N65KC,,20.512,20.5,-94.775859,41.415291,2100,False,,,,,2150.0,,False,0,14
a3e9b2,DAL1517,,0.279,0.0,-94.770203,39.155506,3650,False,180.1,12.18,-832.0,,3750.0,2026,False,0,14
a90834,QHD681,,0.474,0.4,-94.743519,35.583389,15725,False,378.7,47.68,,,16100.0,2327,False,0,14
a0047c,N10XV,,0.119,0.1,-94.741211,38.882617,1600,False,67.5,6.81,,,1675.0,1200,False,0,14
abe872,SWA4166,,0.201,0.0,-94.740063,37.160138,33000,False,499.2,79.61,-64.0,,33725.0,5621,False,0,14
a2bab6,SKW3690,,0.474,0.0,-94.738639,43.869851,33000,False,453.6,154.96,-64.0,,32175.0,2671,False,0,14
a6d6d8,N54P,,0.0,0.0,-94.731628,40.477386,43000,False,516.3,16.89,,,43150.0,1175,False,0,14
a32753,LXJ302,,0.474,0.0,-94.699019,43.683426,43000,False,336.6,275.63,0.0,,42575.0,4124,False,0,14
ac72e4,AAL1311,,0.309,0.0,-94.694424,36.193771,32975,False,509.0,90.45,0.0,,33875.0,2137,False,0,14
adc205,N986GA,,0.548,0.2,-94.683799,37.263702,2925,False,203.6,327.64,,,3000.0,4753,False,0,14
a0e5d7,SKW5336,,0.169,0.2,-94.617363,39.421738,34025,False,434.9,345.48,128.0,,34150.0,5615,False,0,14
a4e6d4,CTL101,,0.42,0.1,-94.609541,39.049026,2000,False,103.3,316.57,,,2200.0,3123,False,0,14
ac300d,SWA1041,,0.268,0.2,-94.604004,39.302658,37000,False,533.0,80.71,0.0,,37300.0,1053,False,0,14
a57339,MVK92,,4.485,3.1,-94.603271,44.287937,6225,False,90.8,288.63,-384.0,,6075.0,,False,0,14
a158c9,AAL1927,,0.119,0.0,-94.600346,38.268686,31025,False,527.4,87.72,0.0,,31450.0,7365,False,0,14
a4a829,N4CH,,0.04,0.0,-94.532637,37.019922,24200,False,405.2,336.28,3136.0,,24775.0,1555,False,0,14
a7b7c5,DAL1691,,0.118,0.0,-94.510881,36.72236,33200,False,481.9,113.48,512.0,,34025.0,6013,False,0,14
a414d7,MVK71,,17.203,17.2,-94.480814,44.533174,3250,False,107.0,91.07,-704.0,,3200.0,1200,False,0,14
c0616e,POE405,,0.194,0.0,-94.4611,49.570084,38000,False,418.7,288.95,64.0,,36450.0,6357,False,0,14
c04ff7,ACA787,,0.074,0.0,-94.456133,44.399734,36000,False,396.0,252.66,0.0,,35125.0,2256,False,0,14
a35ae0,N315RE,,0.305,0.0,-94.450676,41.982112,41000,False,546.5,68.65,64.0,,40775.0,7753,False,0,14
a5dcde,UAL2469,,0.401,0.3,-94.446844,43.382492,28000,False,377.9,209.48,-64.0,,27175.0,3045,False,0,14
aa5d40,N767TP,,0.168,0.2,-94.440113,38.22757,16500,False,143.3,342.96,1344.0,,16525.0,1117,False,0,14
adb65b,DAL2741,,0.074,0.0,-94.436218,39.541564,10775,False,316.8,45.77,1280.0,,10650.0,1756,False,0,14
a12d48,DOW175,,0.309,0.0,-94.421654,36.486786,11900,False,314.7,282.67,1984.0,,12150.0,1563,False,0,14
a8b57e,N660P,,0.168,0.0,-94.389635,39.044357,3450,False,228.8,235.68,-960.0,,3500.0,6212,False,0,14
a9279f,N6894W,,0.168,0.2,-94.375066,38.94603,1100,False,58.1,3.95,,,1200.0,1200,False,0,14
a0bcf9,N147CX,,0.284,0.2,-94.350203,41.827884,35925,False,461.7,21.34,-1152.0,,35600.0,0560,False,0,14
a2f5b8,ABX480,,0.037,0.0,-94.328554,38.260353,35000,False,526.2,86.19,0.0,,35500.0,2063,False,0,14
c02fb4,ASP814,,0.0,0.0,-94.311559,42.15091,41000,False,371.4,253.42,,,40800.0,6254,False,0,14
a9b0ed,RPA3482,,0.0,0.0,-94.305603,39.454232,27000,False,509.9,62.18,0.0,,27050.0,1706,False,0,14
aa2ca9,AAL49,,0.542,0.0,-94.290536,42.54538,38000,False,421.3,199.55,0.0,,37650.0,2417,False,0,14
a00578,BRW100,,0.365,0.4,-94.263218,44.852142,2775,False,86.8,305.15,-128.0,,2800.0,1200,False,0,14
a565bb,MVK86,,41.776,9.3,-94.243402,44.227093,4775,False,144.1,262.83,128.0,,4700.0,,False,0,14
a63df3,DAL1047,,0.309,0.0,-94.215601,44.679441,18625,False,375.4,72.48,-832.0,,17950.0,4172,False,0,14
adb3cb,AAL1392,,0.248,0.0,-94.210212,39.844162,31000,False,533.3,76.22,0.0,,31050.0,3013,False,0,14
a65b27,N5088Q,,0.0,0.0,-94.208091,45.231674,4325,False,89.6,308.66,,,4225.0,4242,False,0,14
c036b1,WJA1530,,0.0,0.0,-94.194237,45.918383,26375,False,451.8,115.15,-2432.0,,25175.0,3653,False,0,14
a605f0,N4877J,,0.365,0.4,-94.191807,44.560638,4900,False,42.0,0.0,-384.0,,4825.0,1200,False,0,14
acd54d,XSR926,,0.118,0.0,-94.175915,36.125561,43000,False,336.9,211.9,-64.0,,43875.0,6544,False,0,14
aaa2d3,SWA3180,,0.149,0.1,-94.15987,35.774094,39000,False,511.4,87.65,-64.0,,39900.0,6226,False,0,14
a820f9,N6227A,,0.31,0.3,-94.154641,45.188909,4675,False,131.0,132.21,,,4550.0,1200,False,0,14
a65f48,N51C,,8.307,8.3,-94.121772,36.174452,ground,True,,,,,,1125,False,0,14
a12ee0,UAL595,,0.488,0.2,-94.113922,34.621691,34000,False,377.5,234.16,64.0,,35000.0,1564,False,0,14
a9510d,N7NE,,0.543,0.0,-94.102691,42.410718,32000,False,361.2,261.24,,,31475.0,4551,False,0,14
a06aba,RPA4530,,0.116,0.1,-94.083934,36.976181,32075,False,377.5,242.21,-1024.0,,32750.0,1735,False,0,14
a233ce,ATN3331,,0.216,0.0,-94.077488,42.515167,35025,False,525.9,104.99,64.0,,34350.0,3073,False,0,14
c043b7,ACA266,,0.194,0.0,-94.057786,49.752411,28350,False,488.2,106.54,768.0,,26725.0,7160,False,0,14
a85cad,JIA5528,,0.351,0.4,-94.054382,40.701324,19400,False,427.3,19.41,40.0,,19075.0,3431,False,0,14
ad29c1,N94714,,0.374,0.0,-94.044411,45.707408,2750,False,92.2,93.73,,,2800.0,1200,False,0,14
a6837d,GJS4598,,0.542,0.1,-94.02165,43.006912,30000,False,394.4,287.1,,,29225.0,6546,False,0,14
a9b411,N724T,,0.365,0.2,-94.015503,45.466081,3375,False,148.8,141.82,0.0,,3300.0,1200,False,0,14
acfc00,AAL2829,,0.146,0.1,-94.00898,35.856308,36000,False,368.3,261.25,0.0,,36925.0,7011,False,0,14
ad8b61,LYM5110,,0.074,0.0,-94.005478,46.156497,29925,False,420.6,323.02,0.0,,28600.0,4526,False,0,14
a495bf,DAL995,,0.489,0.0,-93.969326,35.844269,35000,False,436.6,123.98,-64.0,,35900.0,1401,False,0,14
ab0485,AAL3304,,0.146,0.0,-93.967152,35.350708,35000,False,510.7,72.1,0.0,,35975.0,3645,False,0,14
a3b85b,MVK35,,0.65,0.7,-93.945073,44.22908,1850,False,101.8,187.33,-128.0,,1900.0,1200,False,0,14
a3d86c,MVK45,,47.785,47.8,-93.911591,44.201477,1625,False,87.5,79.46,,,1675.0,,False,0,14
ac9058,N9088D,,0.196,0.0,-93.864049,44.993042,4900,False,67.7,351.51,,,4825.0,1200,False,0,14
a8d6de,NKS2228,,0.146,0.0,-93.834462,36.463158,35000,False,556.8,46.96,-64.0,,35850.0,2275,False,0,14
a8b5c9,N660S,,0.0,0.0,-93.805828,38.36618,45000,False,337.0,301.28,,,45500.0,5665,False,0,14
a1bcf5,N2108C,,0.474,0.4,-93.795907,44.971756,2800,False,91.7,296.57,0.0,,2775.0,1200,False,0,14
aaeb0e,UAL2038,,0.282,0.2,-93.785199,35.500737,33975,False,386.3,254.38,64.0,,34950.0,1760,False,0,14
a443c4,MVK93,,0.412,0.4,-93.775077,44.248647,2350,False,102.7,222.24,576.0,,2350.0,1200,False,0,14
a2f6ba,AAY1561,,0.216,0.0,-93.752206,41.761688,35025,False,523.9,57.95,0.0,,34700.0,1633,False,0,14
a46e2d,N385DE,,0.309,0.3,-93.744994,36.132218,4875,False,150.0,136.62,0.0,,4875.0,4342,False,0,14
a02c40,AAL3,,0.146,0.0,-93.736754,35.960812,34000,False,381.4,260.34,0.0,,34900.0,7145,False,0,14
ac2bf8,ASH6157,,1.184,0.9,-93.71582,39.645701,13950,False,298.2,263.07,-1536.0,,13750.0,3615,False,0,14
ac2fc3,SWA3369,,0.434,0.1,-93.711509,38.103699,38000,False,393.3,285.49,0.0,,38575.0,7172,False,0,14
a65e8c,N5096C,,0.0,0.0,-93.703531,44.480291,5325,False,77.1,272.23,,,5175.0,1200,False,0,14
a88075,JIA5624,,0.345,0.0,-93.689018,37.778584,32975,False,486.3,32.74,,,33575.0,3476,False,0,14
a5ae2f,SWA280,,0.0,0.0,-93.682983,39.066731,25700,False,486.6,94.71,1984.0,,25900.0,2170,False,0,14
abf79b,N870P,,31.019,31.0,-93.652496,44.145301,2300,False,108.1,177.88,,,2375.0,,False,0,14
a4b1ee,N401SF,,0.116,0.0,-93.646603,35.572037,26400,False,400.2,142.61,3328.0,,27150.0,1007,False,0,14
abb2bd,CAP2146,,0.906,0.9,-93.629575,44.490905,3125,False,90.1,266.82,128.0,,3125.0,1200,False,0,14
~2ab67c,,,20.75,20.8,-93.600769,44.211359,3300,False,111.0,97.77,,,4075.0,,False,0,14
a9e9a4,N738K,,0.024,0.0,-93.596828,38.825638,43000,False,356.2,257.68,0.0,,43450.0,2651,False,0,14
a3901d,DAL873,,0.489,0.0,-93.595505,35.468124,38000,False,338.7,238.89,,,38950.0,7143,False,0,14
a3dfda,MVK49,,0.024,0.0,-93.586031,44.209915,3450,False,107.2,98.58,0.0,,3400.0,1200,False,0,14
a7f171,N6102W,,0.282,0.2,-93.572348,36.999486,8575,False,195.3,100.62,-320.0,,8500.0,4730,False,0,14
a4b168,N401LX,,0.168,0.2,-93.562556,38.726852,29000,False,342.7,93.68,0.0,,29400.0,3773,False,0,14
a403a2,MVK67,,0.074,0.0,-93.559235,44.395286,3800,False,90.8,333.15,-320.0,,3725.0,1200,False,0,14
a417b5,N363CT,,0.117,0.1,-93.556623,44.7097,2350,False,178.2,119.59,384.0,,2375.0,1200,False,0,14
a4493e,UAL1690,,0.142,0.0,-93.547648,42.084503,35000,False,552.9,74.58,-64.0,,34625.0,1052,False,0,14
ab7b4c,N839RM,,1.973,0.9,-93.541142,45.035438,2300,False,99.0,171.0,0.0,,,,False,0,14
a3d0fe,MVK41,,0.6,0.0,-93.520268,44.293259,7175,False,119.3,107.07,320.0,,6975.0,1200,False,0,14
acc1eb,ASA787,,0.305,0.0,-93.518871,40.908105,29000,False,497.4,104.32,64.0,,28800.0,3655,False,0,14
a69a6c,N5242D,,0.262,0.2,-93.482862,44.735001,1900,False,80.5,14.38,,,1925.0,1200,False,0,14
a589d5,EJA456,,0.075,0.1,-93.46478,44.828234,ground,True,16.5,281.53,-512.0,,825.0,5664,False,0,14
aaee9c,SKW4085,,0.117,0.0,-93.458349,44.848566,9250,False,281.8,75.62,,,8950.0,4575,False,0,14
c01551,WJA1361,,0.309,0.3,-93.457143,46.347061,38000,False,441.1,330.53,0.0,,36850.0,5746,False,0,14
